question,ground_truth,expected_chunk_id,url,source_title,error,answer,retrieved_chunk_ids,num_contexts,hit,recall_at_k,faithfulness,answer_relevancy,context_precision,context_recall
How can a non-resident's tax position be affected by agreements between South Africa and foreign countries?,A non-resident's tax position may be affected by an agreement for the avoidance of double taxation entered into between the Government of South Africa and the Government of the foreign country in which he or she resides.,residence_based_taxation_guide_chunk_33,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwgYBQj4FNvTJajxcHz'}",,,0,,,,,,
"In the example of Y, a Mexican resident seconded to South Africa for seven months, what income is subject to normal tax in South Africa?",The salary received by Y in South Africa during the seven-month period is subject to normal tax in South Africa as it is from a source in South Africa. Her worldwide income (except her salary earned in South Africa) is not subject to normal tax in South Africa.,residence_based_taxation_guide_chunk_32,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to Example 4 in the context, Y's **salary received in South Africa during the seven-month period** is subject to normal tax in South Africa.

The context specifically states: ""The salary received by Y in South Africa during the seven-month period will be subject to normal tax in South Africa, as this is from a source in South Africa.""

Additionally, the context clarifies that Y's worldwide income (except her salary earned in South Africa) will not be subject to normal tax in South Africa, since she is not regarded as a resident of South Africa.","[""doc_7_chunk_14"", ""doc_7_chunk_15"", ""doc_7_chunk_7"", ""doc_7_chunk_24"", ""doc_7_chunk_10""]",5,False,0.0,,,,
Are dividends received by non-residents from South African resident companies subject to normal tax?,"No, dividends received by or accrued to a non-resident from a source within South Africa (resident companies) are exempt from normal tax in South Africa. Dividends from collective investment schemes are also exempt from normal tax under the circumstances described in section 5.1.",residence_based_taxation_guide_chunk_30,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwgedc1fyaXhy5NZqMA'}",,,0,,,,,,
When does a natural person who becomes ordinarily resident in South Africa start being subject to tax on worldwide income?,"A natural person who becomes ordinarily resident in South Africa will be subject to tax on all worldwide income received by or accrued to them from the specific date they become ordinarily resident, excluding certain income that may be exempt.",residence_based_taxation_guide_chunk_8,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to the context, a natural person who becomes ordinarily resident in South Africa will start being subject to tax on worldwide income **from the specific date that they become ordinarily resident**.

As illustrated in Example 1, if a person became ordinarily resident in South Africa on 1 October 2008, all worldwide income received by or accrued to that person on or after 1 October 2008 (excluding certain exempt income) will be included in their taxable income from that date onwards.","[""doc_7_chunk_3"", ""doc_7_chunk_6"", ""doc_7_chunk_24"", ""doc_7_chunk_0"", ""doc_7_chunk_1""]",5,False,0.0,,,,
Under what circumstances does a natural person who is a resident cease to be a resident?,A natural person who is a resident by virtue of the physical presence test ceases to be a resident if he or she is physically outside South Africa for a continuous period of at least 330 full days. The natural person ceases to be a resident as from the day immediately after the day on which he or she left South Africa for such a continuous period of at least 330 full days.,residence_based_taxation_guide_chunk_11,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwgcoy1HbeApG87mAES'}",,,0,,,,,,
What happens to a person's resident status when they emigrate from South Africa?,A natural person who emigrates from South Africa to another country will cease to be a resident as from the date that he or she emigrates.,residence_based_taxation_guide_chunk_8,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwgzXgD8a2rBsEQZUq8'}",,,0,,,,,,
"How is rental income taxed for non-residents in South Africa, and what deductions are available?","Rental income which arises in South Africa, received by or accrued to a non-resident will be subject to normal tax in South Africa. Expenses such as rates and taxes, bond interest, insurance and repairs may be claimed as deductions against such rental income, subject to certain conditions.",residence_based_taxation_guide_chunk_30,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"The context provided does not contain information about how rental income is taxed for non-residents in South Africa.

The context only addresses foreign rental income for **residents**. According to section 4.4, all foreign rental income received by or accrued to a resident is subject to normal tax in South Africa, and expenses such as bond interest, rates and taxes, insurance and repairs may be claimed as deductions, subject to certain conditions.

To answer your question about non-resident taxation of rental income, you would need to consult additional resources or contact SARS directly.","[""doc_7_chunk_10"", ""doc_7_chunk_9"", ""doc_7_chunk_0"", ""doc_7_chunk_24"", ""doc_7_chunk_7""]",5,False,0.0,,,,
What contact options are provided for obtaining additional information about taxation?,Additional information concerning taxation can be obtained by: contacting your local SARS branch; visiting the SARS website at www.sars.gov.za; contacting your own tax advisors; calling the SARS National Call Centre on 0860 12 12 18 if calling locally; or calling +27 11 602 2093 if calling from abroad.,residence_based_taxation_guide_chunk_1,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"Based on the provided context, the document mentions that vendors can use the following channels to request a VAT201 Return:

1. **eFiling**
2. **Contact Centre**

However, the context does not provide complete details about specific contact options or how to reach these channels. The document also references the **SARS website** as a resource where vendors can find more information on tax administration matters, including documents like the Short Guide to TA Act and Interpretation Notes.

For comprehensive contact information beyond what is shown in this excerpt, you would need to consult the full VAT 404 guide or visit the SARS website directly.","[""doc_5_chunk_23"", ""doc_9_chunk_2"", ""doc_4_chunk_2"", ""doc_2_chunk_2"", ""doc_5_chunk_30""]",5,False,0.0,,,,
What is the annual exclusion amount for capital gains tax for a natural person in South Africa?,"The annual exclusion is R16 000, which is increased to R120 000 where the person dies during the tax year.",residence_based_taxation_guide_chunk_42,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"The context provided does not contain information about the annual exclusion amount for capital gains tax for a natural person in South Africa. While the context mentions that ""taxable capital gains are added to the amount of income in order to arrive at the amount of taxable income,"" it does not specify any exclusion amounts or thresholds for capital gains.

To obtain this information, you would need to consult additional SARS guidance documents or contact SARS directly at 0800 00 7277 or visit www.sars.gov.za.","[""doc_7_chunk_0"", ""doc_8_chunk_6"", ""doc_3_chunk_6"", ""doc_1_chunk_6"", ""doc_7_chunk_6""]",5,False,0.0,,,,
What is the email address for sending comments and suggestions regarding this brochure?,policycomments@sars.gov.za,residence_based_taxation_guide_chunk_2,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwhJDoJ9XMrDjonHEdy'}",,,0,,,,,,
What happens to foreign taxes paid on income that is not subject to tax in South Africa?,Foreign taxes paid on income that is not subject to tax in South Africa are forfeited and cannot be carried forward.,residence_based_taxation_guide_chunk_51,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwheSDzywECHYNq3qcr'}",,,0,,,,,,
What are some events that trigger a disposal for capital gains tax purposes?,"Events that trigger a disposal include a sale, donation, exchange, loss, death and cessation of residence in South Africa.",residence_based_taxation_guide_chunk_42,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwhfo5Th99GiS9AKneP'}",,,0,,,,,,
How is the capital element of a purchased annuity treated for tax purposes in South Africa?,The capital element of a purchased annuity is exempt from normal tax. The certificate issued by the insurance company will reflect the capital content.,residence_based_taxation_guide_chunk_38,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to the context provided, the capital element of a purchased annuity is **exempt from normal tax** in South Africa.

The context states: ""However, the capital element of a purchased annuity is exempt from normal tax. The certificate issued by the insurance company will reflect the capital content.""","[""doc_7_chunk_16"", ""doc_7_chunk_13"", ""doc_7_chunk_21"", ""doc_7_chunk_0"", ""doc_7_chunk_7""]",5,False,0.0,,,,
Do individuals need to register separately for CGT if they are already registered as taxpayers?,"No, a person need not register separately for CGT if he or she is already registered as a taxpayer for normal tax purposes, as CGT forms part of the income tax system.",residence_based_taxation_guide_chunk_47,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwi5jzGLMMvz1n7eYTC'}",,,0,,,,,,
What is the minimum number of days a person must be physically present in South Africa during the current tax year to meet the physical presence test requirement?,A natural person must be physically present in South Africa for a period or periods exceeding 91 days in aggregate during the tax year under consideration.,residence_based_taxation_guide_chunk_9,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to the physical presence test outlined in the context, a natural person must be physically present in South Africa for a period or periods **exceeding 91 days in aggregate during the tax year under consideration**.

However, it's important to note that meeting this single requirement is not sufficient. The person must meet **all three requirements** of the physical presence test:

1. More than 91 days in the current tax year
2. More than 91 days in aggregate during each of the five preceding tax years
3. More than 915 days in aggregate during those five preceding tax years

Only when all three requirements are satisfied will the person be regarded as a resident for tax purposes.","[""doc_7_chunk_5"", ""doc_7_chunk_4"", ""doc_7_chunk_6"", ""doc_7_chunk_3"", ""doc_6_chunk_12""]",5,False,0.0,,,,
"According to the ordinarily resident test, what does it mean for a natural person to be ordinarily resident in South Africa?","A natural person is ordinarily resident in South Africa if his or her permanent home, to which he or she will normally return, is in South Africa. A continuous physical presence is not a prerequisite to be ordinarily resident in South Africa. The concept refers to living in a place with some degree of continuity, apart from accidental or temporary absence.",residence_based_taxation_guide_chunk_5,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwiWTmxo81VpQ2cYQM4'}",,,0,,,,,,
Can a resident claim both a rebate for foreign taxes paid and relief under a double taxation agreement?,No. The rebate for foreign taxes paid may be granted in substitution for the relief to which a resident would be entitled under a double taxation agreement and is not granted in addition to such relief.,residence_based_taxation_guide_chunk_50,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"No, a resident cannot claim both a rebate for foreign taxes paid and relief under a double taxation agreement.

According to the context provided in section 7.2:

""This rebate may be granted in substitution for the relief to which a resident would be entitled under a double taxation agreement and is not granted in addition to such relief.""

This means the foreign tax credit rebate is granted **instead of** relief under a double taxation agreement, not in addition to it.","[""doc_7_chunk_23"", ""doc_7_chunk_24"", ""doc_7_chunk_18"", ""doc_7_chunk_17"", ""doc_8_chunk_17""]",5,False,0.0,,,,
What are the two exchange rate options available for converting foreign currency gains on immovable property to rand?,"The two options are: the average exchange rate for the tax year in which the asset was disposed of, or the spot rate on the date of disposal of the asset.",residence_based_taxation_guide_chunk_45,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to the context provided, the two exchange rate options available for converting foreign currency gains on immovable property to rand are:

1. **The average exchange rate for the tax year in which the asset was disposed of**; or

2. **The spot rate on the date of disposal of the asset**

These options apply when immovable property has been acquired and disposed of in the same foreign currency.","[""doc_7_chunk_22"", ""doc_5_chunk_207"", ""doc_5_chunk_206"", ""doc_7_chunk_23"", ""doc_7_chunk_21""]",5,False,0.0,,,,
What is the increased annual exclusion amount during the tax year in which a natural person dies?,The annual exclusion increases to R120 000 in the tax year during which a natural person dies.,residence_based_taxation_guide_chunk_44,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"The context provided does not contain information about an increased annual exclusion amount during the tax year in which a natural person dies. 

The documents discuss various types of income that can be taxed, tax thresholds for the 2025 year of assessment, and some death-related benefits (such as lump sum compensation for occupational death and employer-owned insurance policies), but they do not address any increased annual exclusion amounts that may apply in the year of death.

To answer this question accurately, I would need access to additional sections of the Income Tax Act or SARS guidance that specifically address death-year provisions.","[""doc_8_chunk_2"", ""doc_3_chunk_2"", ""doc_1_chunk_2"", ""doc_6_chunk_57"", ""doc_8_chunk_1""]",5,False,0.0,,,,
How is taxable income derived from gross income?,"Taxable income is derived by deducting the aggregate amount of certain exemptions from gross income to arrive at the amount of income, then deducting the aggregate amount of allowable deductions from the amount of income, and adding the amount of all taxable capital gains to the amount of income.",residence_based_taxation_guide_chunk_12,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwiyDMmSCvdh3KryhnB'}",,,0,,,,,,
Is a non-resident's salary earned in South Africa subject to normal tax?,"Yes, salary income earned in South Africa by a non-resident will be subject to normal tax in South Africa, unless an agreement for the avoidance of double taxation between South Africa and the foreign country stipulates otherwise.",residence_based_taxation_guide_chunk_32,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwihTpLsFZnULY1MYnC'}",,,0,,,,,,
What are the categories of diversionary income of a CFC that section 9D targets?,"Section 9D targets diversionary income of a CFC which is derived from the sale by a CFC of certain goods to a connected person who is a resident, the sale by a CFC of certain goods where the CFC purchased those goods or intermediary inputs from connected persons who are residents, the performance of certain services by a CFC to a connected person who is a resident, and the granting by that CFC of the use, right of use or permission to use an intangible asset to a connected person who is a resident.",residence_based_taxation_guide_chunk_24,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"# Categories of Diversionary Income of a CFC under Section 9D

According to the context, section 9D targets diversionary income of a CFC which is derived from:

1. **Sale of goods to connected persons who are residents** – the sale by a CFC of certain goods to a connected person who is a resident

2. **Sale of goods purchased from connected persons who are residents** – the sale by a CFC of certain goods where the CFC purchased those goods or intermediary inputs from connected persons who are residents

3. **Performance of services** – the performance of certain services by a CFC to a connected person who is a resident

4. **Granting use of intangible assets** – the granting by that CFC of the use, right of use or permission to use an intangible asset to a connected person who is a resident

These categories of diversionary income are classified as ""tainted income,"" and a calculation of taxable income must be performed in respect of these types of income.","[""doc_5_chunk_241"", ""doc_5_chunk_209"", ""doc_5_chunk_22"", ""doc_7_chunk_11"", ""doc_7_chunk_12""]",5,False,0.0,,,,
Do people already registered as taxpayers need to register separately for CGT?,"No, a person need not register separately for CGT if he or she is already registered as a taxpayer for normal tax purposes.",residence_based_taxation_guide_chunk_48,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"The context provided does not contain enough information to answer your question about whether people already registered as taxpayers need to register separately for CGT (Capital Gains Tax).

The context only addresses income tax registration and submission of income tax returns (ITR12 form) for individuals. It does not discuss CGT registration requirements or whether separate registration is needed for CGT purposes.

To get an accurate answer to this question, you would need to consult SARS directly at 0800 00 7277 or refer to CGT-specific guidance documentation.","[""doc_8_chunk_4"", ""doc_3_chunk_4"", ""doc_1_chunk_4"", ""doc_5_chunk_43"", ""doc_5_chunk_42""]",5,False,0.0,,,,
Under what conditions is a non-resident employed by South African government entities exempt from normal tax?,"A non-resident employed in the national or provincial spheres of government, any municipality, or any national or provincial public entity is exempt from normal tax if 80% or more of the expenses are defrayed from funds voted by Parliament to render services outside South Africa, the remuneration is taxed in the employee's country of residence, and the foreign tax is not paid on their behalf by the employing entities.",residence_based_taxation_guide_chunk_36,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwjRzv7DQ8hsYkFTSHu'}",,,0,,,,,,
What is the definition of 'net income' of a CFC according to section 9D(2A)?,"The net income of a CFC in respect of a foreign tax year is defined in section 9D(2A) as an amount equal to the taxable income of the CFC determined in accordance with the provisions of the Act as if the CFC had been a taxpayer, and as if it had been a resident for purposes of the definition of 'gross income', and certain other sections and paragraphs of the Eighth Schedule to the Act.",residence_based_taxation_guide_chunk_24,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwj6CYi1LRryduw82HZ'}",,,0,,,,,,
How are annuities from trusts or insurance companies received by residents from abroad treated for tax purposes?,"Annuities (other than pensions or annuities referred to above) such as from a trust, insurance company etc received by residents from abroad, that is, from a source outside South Africa, are subject to normal tax in South Africa.",residence_based_taxation_guide_chunk_27,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"Based on the provided context, I can only find information about annuities from **sources within South Africa**, not from abroad.

According to section 5.9, annuities received from sources **within South Africa** (such as from retirement annuity funds, insurance policies, trusts and estates) are subject to normal tax in South Africa, with the capital element of a purchased annuity being exempt.

The context does not contain specific information about how annuities from trusts or insurance companies received by residents **from abroad** are treated for tax purposes.","[""doc_7_chunk_16"", ""doc_7_chunk_14"", ""doc_7_chunk_8"", ""doc_7_chunk_13"", ""doc_7_chunk_7""]",5,False,0.0,,,,
Is foreign interest received by a resident subject to normal tax in South Africa?,"Yes, foreign interest received by or accrued to a resident is subject to normal tax in South Africa.",residence_based_taxation_guide_chunk_12,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwjUit8XyZ8fHayCLTA'}",,,0,,,,,,
What expenses can be deducted from foreign rental income in South Africa?,"Expenses such as bond interest, rates and taxes, insurance and repairs may be claimed as a deduction, subject to certain conditions.",residence_based_taxation_guide_chunk_17,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"According to the context provided, the following expenses can be deducted from foreign rental income in South Africa:

- Bond interest
- Rates and taxes
- Insurance
- Repairs

However, the context notes that these expenses may be claimed as a deduction ""subject to certain conditions,"" though the specific conditions are not detailed in the provided material.","[""doc_7_chunk_10"", ""doc_7_chunk_9"", ""doc_7_chunk_0"", ""doc_7_chunk_7"", ""doc_7_chunk_21""]",5,False,0.0,,,,
What is the tax treatment of foreign taxes paid on income that is not subject to tax in South Africa?,Foreign taxes paid on income that is not subject to tax in South Africa are forfeited and cannot be carried forward.,residence_based_taxation_guide_chunk_52,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwjnDqa3QyYg32t3EYa'}",,,0,,,,,,
Is this guide a binding legal document?,"No, this guide is not meant to delve into the precise technical and legal detail associated with taxation and should not be used as a legal reference. It is not a binding general ruling issued in accordance with section 76P of the Income Tax Act, No. 58 of 1962.",residence_based_taxation_guide_chunk_1,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/LAPD-IT-G02-Guide-on-the-Residence-Basis-of-Taxation-for-Individuals.pdf,Residence Based Taxation Guide,,"No, this guide is not a binding legal document. According to the context provided:

""Any practice contained in a publication and documents which do not reflect the application or interpretation of a tax Act that is binding on, and generally applied by the whole of SARS is not a practice generally prevailing and can therefore not be relied upon by vendors. Examples of documents which do not constitute official publications include, but are not limited to – **this guide or any other guide issued on a specific matter**.""

The guide explicitly states that it is not an official publication and therefore cannot be relied upon as binding authority by vendors.","[""doc_5_chunk_209"", ""doc_5_chunk_248"", ""doc_5_chunk_245"", ""doc_5_chunk_23"", ""doc_5_chunk_30""]",5,False,0.0,,,,
